bed,bath,acre_lot,city,state,zip_code,house_size,price
4.0,3.0,1.88,Hebron,Connecticut,6248.0,2563.0,475000.0
5.0,4.0,1.01,Sterling,Massachusetts,1564.0,3196.0,785000.0
2.0,1.0,0.44,Holliston,Massachusetts,1746.0,844.0,360000.0
5.0,4.0,2.08,Mendon,Massachusetts,1756.0,4130.0,849900.0
4.0,4.0,40.66,Shrewsbury,Massachusetts,1545.0,2495.0,2795000.0
3.0,1.0,0.5,Northborough,Massachusetts,1532.0,1913.0,439000.0
5.0,9.0,6.7,Dover,Massachusetts,2030.0,13185.0,5895000.0
3.0,3.0,0.35,Middletown,Rhode Island,2842.0,1320.0,639000.0
5.0,5.0,2.0,Bernardston,Massachusetts,1337.0,4500.0,1125000.0
5.0,3.0,0.32,Belchertown,Massachusetts,1007.0,1850.0,299900.0
3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,275000.0
4.0,1.0,0.12,Worcester,Massachusetts,1607.0,1248.0,249900.0
4.0,2.0,0.23,Worcester,Massachusetts,1604.0,1768.0,399900.0
3.0,2.0,2.99,Otis,Massachusetts,1253.0,2372.0,400000.0
4.0,2.0,0.49,Amherst,Massachusetts,1002.0,1814.0,415000.0
3.0,2.0,0.34,Wethersfield,Connecticut,6109.0,1544.0,374900.0
3.0,1.0,0.2,Charlton,Massachusetts,1507.0,1127.0,290000.0
6.0,2.0,0.62,Russell,Massachusetts,1071.0,2520.0,250000.0
5.0,2.0,0.23,Enfield,Connecticut,6082.0,1918.0,275000.0
3.0,4.0,0.9,Woodstock,Connecticut,6281.0,1722.0,575000.0
3.0,3.0,1.82,Colchester,Connecticut,6415.0,2546.0,419000.0
3.0,1.0,0.29,Greenfield,Massachusetts,1301.0,1482.0,275000.0
3.0,2.0,0.3,Enfield,Connecticut,6082.0,1168.0,234900.0
4.0,3.0,0.92,Grafton,Massachusetts,1560.0,2578.0,670000.0
3.0,2.0,4.0,Hubbardston,Massachusetts,1452.0,2284.0,179500.0
3.0,2.0,0.17,Springfield,Massachusetts,1118.0,1442.0,259900.0
3.0,2.0,0.05,Holyoke,Massachusetts,1040.0,1644.0,139000.0
3.0,2.0,0.22,Easthampton,Massachusetts,1027.0,2037.0,299900.0
3.0,4.0,0.4,Brattleboro,Vermont,5301.0,2281.0,299000.0
2.0,2.0,0.11,Springfield,Massachusetts,1104.0,1240.0,209000.0
2.0,1.0,1.4,Swanzey,New Hampshire,3446.0,1080.0,260000.0
3.0,4.0,0.92,Ellington,Connecticut,6029.0,2129.0,379900.0
3.0,1.0,0.15,Marlborough,Massachusetts,1752.0,1617.0,344900.0
3.0,3.0,3.81,North Canaan,Connecticut,6018.0,1601.0,425000.0
4.0,3.0,131.3,Gallatin,New York,12502.0,3202.0,1825000.0
3.0,2.0,0.5,Springfield,Massachusetts,1128.0,1520.0,339900.0
3.0,2.0,0.16,Amherst,Massachusetts,1002.0,1280.0,275000.0
3.0,2.0,2.1,Stockbridge,Massachusetts,1262.0,1430.0,475000.0
4.0,2.0,0.38,East Windsor,Connecticut,6016.0,1617.0,289900.0
4.0,2.0,0.32,Windsor Locks,Connecticut,6096.0,1735.0,221000.0
3.0,3.0,1.4,Buckland,Massachusetts,1339.0,2234.0,349900.0
3.0,4.0,0.34,Lincoln,Rhode Island,2865.0,1595.0,534900.0
4.0,3.0,1.4,Mansfield,Connecticut,6268.0,1656.0,319900.0
4.0,1.0,0.29,Enfield,Connecticut,6082.0,1512.0,280000.0
4.0,4.0,0.73,Windsor,Connecticut,6095.0,3434.0,558000.0
2.0,1.0,1.3,Westminster,Massachusetts,1473.0,895.0,315000.0
5.0,4.0,2.06,Suffield,Connecticut,6078.0,3323.0,539000.0
6.0,2.0,0.16,Central Falls,Rhode Island,2863.0,4022.0,352900.0
3.0,2.0,0.3,Ellington,Connecticut,6029.0,1284.0,265000.0
3.0,1.0,0.26,Chicopee,Massachusetts,1020.0,1048.0,199900.0
4.0,1.0,0.1,Springfield,Massachusetts,1109.0,1848.0,223500.0
2.0,1.0,0.6,Belchertown,Massachusetts,1007.0,802.0,169999.0
3.0,2.0,1.06,Somers,Connecticut,6071.0,1778.0,330000.0
4.0,2.0,0.46,Farmington,Connecticut,6032.0,1516.0,359000.0
4.0,2.0,0.52,Mansfield,Connecticut,6226.0,1480.0,229900.0
6.0,2.0,0.16,Athol,Massachusetts,1331.0,3500.0,299000.0
4.0,1.0,0.33,Torrington,Connecticut,6790.0,1392.0,180000.0
3.0,1.0,0.38,Millerton,New York,12546.0,1656.0,159000.0
4.0,4.0,1.34,Leicester,Massachusetts,1524.0,3524.0,650000.0
4.0,4.0,2.31,Ellington,Connecticut,6029.0,2892.0,529900.0
9.0,3.0,0.13,Springfield,Massachusetts,1104.0,3511.0,199900.0
3.0,2.0,0.35,Billerica,Massachusetts,1862.0,1998.0,599900.0
4.0,4.0,0.94,Groton,Massachusetts,1450.0,2820.0,625000.0
4.0,3.0,0.46,South Hadley,Massachusetts,1075.0,2108.0,400000.0
3.0,3.0,0.76,Enfield,Connecticut,6082.0,2142.0,499900.0
3.0,2.0,0.17,Worcester,Massachusetts,1605.0,2121.0,449900.0
2.0,2.0,0.84,Great Barrington,Massachusetts,1230.0,1852.0,369000.0
3.0,2.0,0.13,Providence,Rhode Island,2907.0,1170.0,266000.0
4.0,2.0,0.28,Berlin,Connecticut,6037.0,1872.0,299900.0
3.0,2.0,1.25,Otis,Massachusetts,1253.0,1792.0,409000.0
3.0,2.0,1.4,Auburn,Massachusetts,1501.0,1664.0,420000.0
3.0,3.0,2.17,Granby,Connecticut,6060.0,2457.0,625000.0
4.0,2.0,0.69,Enfield,Connecticut,6082.0,1974.0,375000.0
3.0,2.0,0.23,Framingham,Massachusetts,1702.0,1476.0,529000.0
6.0,3.0,0.36,Springfield,Massachusetts,1151.0,3048.0,350000.0
2.0,2.0,0.57,Orange,Massachusetts,1364.0,924.0,149900.0
4.0,2.0,0.07,Spencer,Massachusetts,1562.0,1632.0,210000.0
5.0,5.0,2.0,Williamsburg,Massachusetts,1096.0,4476.0,1290000.0
2.0,2.0,0.23,Auburn,Massachusetts,1501.0,1000.0,309900.0
6.0,2.0,0.13,Springfield,Massachusetts,1108.0,2580.0,249900.0
3.0,1.0,0.23,Worcester,Massachusetts,1605.0,1036.0,289000.0
3.0,2.0,1.06,Somers,Connecticut,6071.0,1778.0,330000.0
3.0,2.0,0.75,Pittsfield,Massachusetts,1201.0,2190.0,459900.0
1.0,1.0,0.47,Cummington,Massachusetts,1026.0,608.0,160000.0
3.0,3.0,134.4,Halifax,Vermont,5358.0,2600.0,1450000.0
3.0,1.0,0.25,Manchester,Connecticut,6040.0,1152.0,224900.0
4.0,2.0,0.19,Worcester,Massachusetts,1606.0,1655.0,445900.0
3.0,2.0,0.34,Westfield,Massachusetts,1085.0,1424.0,299413.0
3.0,2.0,1.19,Templeton,Massachusetts,1468.0,1940.0,379000.0
3.0,2.0,0.13,Worcester,Massachusetts,1606.0,1261.0,334900.0
3.0,1.0,0.32,Springfield,Massachusetts,1119.0,1082.0,275000.0
4.0,3.0,1.34,Shrewsbury,Massachusetts,1545.0,2412.0,779900.0
3.0,3.0,0.67,Grafton,Massachusetts,1560.0,3176.0,574900.0
3.0,1.0,0.12,Barre,Massachusetts,1005.0,1175.0,273900.0
3.0,2.0,0.39,New Lebanon,New York,12125.0,976.0,215000.0
3.0,4.0,8.64,Old Chatham,New York,12136.0,2600.0,1200000.0
3.0,3.0,0.65,East Windsor,Connecticut,6016.0,1840.0,389900.0
9.0,6.0,0.19,Adams,Massachusetts,1220.0,5364.0,399900.0
5.0,4.0,0.72,Hadley,Massachusetts,1035.0,4468.0,995000.0
8.0,5.0,1.7,Amenia,New York,12501.0,4000.0,749000.0
5.0,6.0,3.0,Egremont,Massachusetts,1230.0,3382.0,1299000.0
5.0,6.0,8.48,Sharon,Connecticut,6069.0,6000.0,2295000.0
3.0,2.0,6.08,Thompson,Connecticut,6277.0,1589.0,399900.0
4.0,4.0,0.96,Ellington,Connecticut,6029.0,3127.0,695000.0
3.0,3.0,0.92,Ellington,Connecticut,6029.0,1960.0,349900.0
4.0,2.0,0.16,Chicopee,Massachusetts,1020.0,1280.0,375000.0
6.0,2.0,1.26,Manchester,Connecticut,6042.0,1808.0,325000.0
4.0,3.0,1.2,Suffield,Connecticut,6078.0,3590.0,749999.0
3.0,1.0,0.24,Bennington,Vermont,5201.0,1152.0,189900.0
3.0,2.0,0.04,Fitchburg,Massachusetts,1420.0,1423.0,119900.0
3.0,3.0,4.74,Concord,Massachusetts,1742.0,1809.0,899000.0
2.0,2.0,3.8,Clarksburg,Massachusetts,1247.0,1215.0,315000.0
3.0,3.0,1.95,Groton,Massachusetts,1450.0,2780.0,870000.0
3.0,3.0,1.22,Grafton,Massachusetts,1560.0,2674.0,575000.0
3.0,2.0,0.05,Worcester,Massachusetts,1610.0,1568.0,310000.0
3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,299000.0
3.0,1.0,0.39,Enfield,Connecticut,6082.0,1494.0,249900.0
3.0,3.0,0.27,Worcester,Massachusetts,1606.0,2138.0,425000.0
3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,189900.0
5.0,2.0,0.08,Middletown,Connecticut,6457.0,1760.0,184900.0
3.0,3.0,0.23,Framingham,Massachusetts,1701.0,2073.0,689900.0
3.0,1.0,0.22,Springfield,Massachusetts,1129.0,1040.0,249900.0
3.0,1.0,0.23,Worcester,Massachusetts,1605.0,1036.0,289000.0
1.0,4.0,1.0,Stafford,Connecticut,6076.0,2820.0,425000.0
5.0,3.0,0.51,East Windsor,Connecticut,6088.0,1568.0,234500.0
3.0,1.0,0.15,Springfield,Massachusetts,1104.0,1080.0,227000.0
4.0,2.0,6.9,Hillsdale,New York,12529.0,1900.0,329000.0
3.0,1.0,0.53,Grafton,Massachusetts,1560.0,800.0,169900.0
5.0,3.0,2.1,Burrillville,Rhode Island,2859.0,3239.0,599000.0
3.0,2.0,0.22,Enfield,Connecticut,6082.0,1428.0,249900.0
2.0,1.0,1.4,Swanzey,New Hampshire,3446.0,1080.0,260000.0
2.0,1.0,0.29,Winchester,Connecticut,6098.0,1450.0,40000.0
4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,879900.0
3.0,1.0,0.15,Marlborough,Massachusetts,1752.0,1617.0,344900.0
3.0,3.0,0.39,Enfield,Connecticut,6082.0,1234.0,339900.0
4.0,1.0,0.12,Worcester,Massachusetts,1607.0,1248.0,249900.0
3.0,1.0,0.8,Easthampton,Massachusetts,1027.0,1040.0,309000.0
4.0,2.0,0.29,Nashua,New Hampshire,3062.0,3271.0,429900.0
2.0,1.0,0.5,Northampton,Massachusetts,1062.0,1072.0,399999.0
3.0,1.0,0.09,Worcester,Massachusetts,1610.0,1235.0,260000.0
2.0,1.0,0.12,Sterling,Massachusetts,1564.0,1002.0,219900.0
8.0,7.0,0.13,Adams,Massachusetts,1220.0,9516.0,369900.0
3.0,2.0,0.01,Great Barrington,Massachusetts,1230.0,1464.0,549000.0
3.0,3.0,1.82,Orange,Massachusetts,1364.0,2096.0,469900.0
3.0,1.0,0.23,Putnam,Connecticut,6260.0,912.0,239000.0
3.0,2.0,0.26,Bristol,Rhode Island,2809.0,1687.0,450000.0
7.0,3.0,0.24,Springfield,Massachusetts,1105.0,3727.0,24900.0
4.0,2.0,6.7,Foxboro,Massachusetts,2035.0,1476.0,545900.0
3.0,3.0,0.17,Pittsfield,Massachusetts,1201.0,1326.0,265000.0
3.0,3.0,0.6,Woodstock,Connecticut,6281.0,1664.0,339900.0
5.0,4.0,0.23,Bedford,Massachusetts,1730.0,4312.0,1748000.0
9.0,3.0,0.16,Worcester,Massachusetts,1610.0,4077.0,629900.0
4.0,2.0,0.41,Webster,Massachusetts,1570.0,1896.0,379900.0
3.0,1.0,0.29,Milford,New Hampshire,3055.0,900.0,339900.0
9.0,3.0,0.15,Hartford,Connecticut,6120.0,3585.0,249900.0
3.0,3.0,1.4,Buckland,Massachusetts,1339.0,2234.0,349900.0
4.0,5.0,0.48,Concord,Massachusetts,1742.0,3450.0,1548000.0
3.0,1.0,0.18,Vernon,Connecticut,6066.0,1214.0,186829.0
4.0,2.0,0.07,Spencer,Massachusetts,1562.0,1632.0,210000.0
3.0,1.0,0.4,Williamsburg,Massachusetts,1096.0,1529.0,265000.0
5.0,2.0,0.61,Grafton,Massachusetts,1536.0,1892.0,350000.0
4.0,4.0,0.51,South Windsor,Connecticut,6074.0,2538.0,370000.0
6.0,3.0,0.17,East Hartford,Connecticut,6108.0,3645.0,289000.0
4.0,4.0,0.37,Westfield,Massachusetts,1085.0,2160.0,324900.0
4.0,2.0,1.46,Lunenburg,Massachusetts,1462.0,2063.0,649000.0
3.0,2.0,0.32,Framingham,Massachusetts,1701.0,2194.0,599900.0
3.0,1.0,0.17,Pittsfield,Massachusetts,1201.0,1180.0,139900.0
2.0,1.0,0.38,East Longmeadow,Massachusetts,1028.0,988.0,279000.0
2.0,1.0,0.12,Pittsfield,Massachusetts,1201.0,841.0,189900.0
6.0,2.0,0.62,Russell,Massachusetts,1071.0,2520.0,250000.0
3.0,2.0,0.14,Springfield,Massachusetts,1151.0,1799.0,299000.0
5.0,3.0,0.59,Westfield,Massachusetts,1085.0,2287.0,324900.0
3.0,3.0,3.1,Berlin,Connecticut,6037.0,1350.0,399900.0
5.0,2.0,0.16,East Hartford,Connecticut,6118.0,2040.0,269000.0
5.0,3.0,1.66,Westfield,Massachusetts,1085.0,4296.0,670000.0
3.0,3.0,0.53,North Kingstown,Rhode Island,2852.0,1731.0,570000.0
4.0,3.0,0.26,Enfield,Connecticut,6082.0,2187.0,299900.0
3.0,3.0,3.96,Stafford,Connecticut,6076.0,2118.0,520000.0
3.0,1.0,0.8,Windsor Locks,Connecticut,6096.0,1256.0,245900.0
3.0,1.0,0.39,Enfield,Connecticut,6082.0,1494.0,249900.0
6.0,4.0,0.16,Chicopee,Massachusetts,1020.0,2844.0,300000.0
4.0,2.0,0.23,Worcester,Massachusetts,1602.0,2016.0,448999.0
3.0,2.0,0.1,Cranston,Rhode Island,2910.0,1210.0,249900.0
3.0,1.0,0.12,Barre,Massachusetts,1005.0,1175.0,273900.0
4.0,5.0,18.5,Hillsdale,New York,12529.0,3024.0,1575000.0
5.0,3.0,0.82,New Lebanon,New York,12125.0,3075.0,378000.0
2.0,1.0,0.13,Worcester,Massachusetts,1602.0,1345.0,259000.0
5.0,2.0,0.13,Springfield,Massachusetts,1108.0,2652.0,285000.0
2.0,1.0,0.14,Springfield,Massachusetts,1118.0,1024.0,199900.0
3.0,2.0,0.16,East Windsor,Connecticut,6016.0,1320.0,214900.0
3.0,2.0,0.25,Barrington,Rhode Island,2806.0,1470.0,599000.0
4.0,2.0,0.93,Clarksburg,Massachusetts,1247.0,1404.0,249900.0
4.0,3.0,0.35,Shrewsbury,Massachusetts,1545.0,2104.0,630000.0
3.0,3.0,0.64,Suffield,Connecticut,6078.0,1481.0,345000.0
3.0,2.0,0.13,Hartford,Connecticut,6112.0,1168.0,189900.0
4.0,2.0,0.16,Chicopee,Massachusetts,1020.0,1280.0,375000.0
4.0,3.0,0.23,Worcester,Massachusetts,1602.0,2652.0,549900.0
5.0,3.0,0.49,Shrewsbury,Massachusetts,1545.0,2858.0,995000.0
3.0,2.0,0.54,Granby,Massachusetts,1033.0,1336.0,325000.0
3.0,1.0,0.29,Enfield,Connecticut,6082.0,1008.0,200000.0
12.0,2.0,0.14,Worcester,Massachusetts,1605.0,3160.0,499000.0
4.0,2.0,0.13,Chicopee,Massachusetts,1020.0,1596.0,249987.0
2.0,1.0,0.36,Adams,Massachusetts,1220.0,1032.0,99000.0
3.0,1.0,0.06,Enfield,Connecticut,6082.0,1209.0,189900.0
2.0,1.0,0.27,Greenfield,Massachusetts,1301.0,1200.0,235000.0
3.0,2.0,0.54,Granby,Massachusetts,1033.0,1336.0,325000.0
4.0,3.0,2.34,Suffield,Connecticut,6078.0,2955.0,660000.0
9.0,3.0,0.2,Enfield,Connecticut,6082.0,2928.0,279500.0
4.0,1.0,0.12,Worcester,Massachusetts,1607.0,1248.0,249900.0
7.0,5.0,0.38,Fitchburg,Massachusetts,1420.0,4854.0,299900.0
3.0,3.0,19.23,Southampton,Massachusetts,1073.0,2268.0,285000.0
3.0,2.0,0.55,Springfield,Massachusetts,1151.0,1365.0,249900.0
14.0,15.0,2.4,Great Barrington,Massachusetts,1230.0,10302.0,1390000.0
4.0,2.0,0.16,Chicopee,Massachusetts,1020.0,1280.0,375000.0
3.0,2.0,0.36,Southbridge,Massachusetts,1550.0,2300.0,175000.0
4.0,3.0,1.2,Suffield,Connecticut,6078.0,3590.0,749999.0
6.0,3.0,0.19,Fitchburg,Massachusetts,1420.0,3024.0,399900.0
5.0,5.0,48.0,Stamford,Vermont,5352.0,5767.0,1075000.0
3.0,3.0,19.23,Southampton,Massachusetts,1073.0,2268.0,285000.0
4.0,3.0,2.41,Sutton,Massachusetts,1590.0,3480.0,749000.0
3.0,2.0,0.48,Worcester,Massachusetts,1603.0,1208.0,429999.0
3.0,1.0,1.3,Monson,Massachusetts,1057.0,1674.0,290000.0
4.0,2.0,1.0,Brimfield,Massachusetts,1010.0,1765.0,129900.0
4.0,3.0,0.69,Simsbury,Connecticut,6070.0,2126.0,475000.0
3.0,1.0,0.42,Shirley,Massachusetts,1464.0,1092.0,379900.0
4.0,2.0,0.22,Shrewsbury,Massachusetts,1545.0,2500.0,699999.0
3.0,3.0,3.1,Barkhamsted,Connecticut,6063.0,2621.0,479900.0
5.0,4.0,1.99,Wilbraham,Massachusetts,1095.0,6011.0,1150000.0
4.0,2.0,0.17,Chicopee,Massachusetts,1013.0,2030.0,195500.0
4.0,3.0,0.9,Wilbraham,Massachusetts,1095.0,2507.0,475000.0
3.0,3.0,0.46,Paxton,Massachusetts,1612.0,1823.0,475000.0
3.0,1.0,0.29,Enfield,Connecticut,6082.0,1008.0,200000.0
3.0,2.0,0.23,East Longmeadow,Massachusetts,1028.0,1259.0,249900.0
3.0,2.0,0.11,Springfield,Massachusetts,1108.0,1586.0,250000.0
3.0,1.0,0.34,Easthampton,Massachusetts,1027.0,1248.0,350000.0
3.0,2.0,0.63,Somers,Connecticut,6071.0,1166.0,249525.0
3.0,3.0,0.46,Paxton,Massachusetts,1612.0,1823.0,475000.0
2.0,3.0,1.07,Amherst,New Hampshire,3031.0,2466.0,609000.0
2.0,1.0,0.23,Sutton,Massachusetts,1590.0,960.0,289900.0
3.0,2.0,1.56,Framingham,Massachusetts,1701.0,1620.0,599000.0
5.0,3.0,0.7,Leominster,Massachusetts,1453.0,2788.0,499900.0
3.0,3.0,0.37,Webster,Massachusetts,1570.0,1810.0,419900.0
3.0,1.0,2.01,Woodstock,Connecticut,6281.0,1426.0,244900.0
6.0,2.0,0.14,Enfield,Connecticut,6082.0,2676.0,166259.0
3.0,1.0,0.18,East Hartford,Connecticut,6108.0,910.0,165000.0
3.0,2.0,3.24,Windham,Connecticut,6256.0,1484.0,212000.0
2.0,1.0,0.48,Southampton,Massachusetts,1073.0,1115.0,319000.0
4.0,1.0,0.77,Pittsfield,Massachusetts,1201.0,1644.0,269000.0
2.0,2.0,0.69,Sturbridge,Massachusetts,1518.0,1297.0,589000.0
2.0,2.0,0.29,Middletown,Connecticut,6457.0,1008.0,239900.0
8.0,7.0,0.13,Adams,Massachusetts,1220.0,9516.0,369900.0
2.0,1.0,0.18,Meriden,Connecticut,6450.0,1036.0,199900.0
3.0,2.0,1.94,Barrington,Rhode Island,2806.0,2665.0,1150000.0
5.0,5.0,22.17,West Stockbridge,Massachusetts,1266.0,5824.0,1950000.0
4.0,1.0,0.28,Enfield,Connecticut,6082.0,1152.0,165000.0
4.0,3.0,1.03,Tolland,Connecticut,6084.0,2424.0,449900.0
3.0,2.0,0.13,Spencer,Massachusetts,1562.0,1872.0,197500.0
4.0,4.0,0.84,Acton,Massachusetts,1720.0,4325.0,995000.0
5.0,3.0,1.26,Glastonbury,Connecticut,6033.0,2500.0,514900.0
4.0,4.0,10.1,Stockbridge,Massachusetts,1262.0,4282.0,1195000.0
3.0,3.0,0.36,Torrington,Connecticut,6790.0,1332.0,310000.0
3.0,2.0,0.16,Springfield,Massachusetts,1108.0,1181.0,244900.0
3.0,3.0,0.25,West Hartford,Connecticut,6117.0,1574.0,359900.0
3.0,1.0,0.32,Pittsfield,Massachusetts,1201.0,1105.0,59900.0
2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,249000.0
3.0,2.0,5.05,Clinton Corners,New York,12514.0,1568.0,549000.0
3.0,2.0,0.3,West Hartford,Connecticut,6107.0,1638.0,314900.0
3.0,3.0,0.27,Worcester,Massachusetts,1606.0,2138.0,425000.0
2.0,2.0,0.29,Wales,Massachusetts,1081.0,712.0,50000.0
4.0,4.0,3.26,Bolton,Massachusetts,1740.0,2739.0,680000.0
3.0,1.0,1.52,Great Barrington,Massachusetts,1230.0,1458.0,429000.0
2.0,1.0,2.61,Montague,Massachusetts,1351.0,936.0,270000.0
5.0,2.0,0.15,Athol,Massachusetts,1331.0,2406.0,259900.0
5.0,4.0,3.4,Suffield,Connecticut,6078.0,3927.0,1350000.0
3.0,2.0,2.85,Suffield,Connecticut,6093.0,2184.0,559000.0
4.0,4.0,1.59,Deerfield,Massachusetts,1373.0,3444.0,799000.0
3.0,3.0,6.92,Barkhamsted,Connecticut,6063.0,2462.0,493000.0
3.0,2.0,0.53,Granby,Massachusetts,1033.0,880.0,299900.0
4.0,2.0,1.39,Suffield,Connecticut,6078.0,1482.0,300000.0
3.0,4.0,5.93,Brimfield,Massachusetts,1010.0,5500.0,899900.0
3.0,2.0,0.05,Worcester,Massachusetts,1610.0,1568.0,310000.0
4.0,2.0,0.13,Holyoke,Massachusetts,1040.0,1529.0,229000.0
4.0,2.0,0.64,Fitchburg,Massachusetts,1420.0,1918.0,429900.0
3.0,3.0,2.41,Canton,Connecticut,6019.0,2318.0,415990.0
3.0,3.0,0.14,Holyoke,Massachusetts,1040.0,1978.0,289000.0
3.0,1.0,0.26,Holyoke,Massachusetts,1040.0,1096.0,289900.0
3.0,3.0,1.01,Coventry,Connecticut,6238.0,2161.0,399900.0
4.0,2.0,0.13,Johnston,Rhode Island,2919.0,2865.0,354900.0
6.0,4.0,1.45,Ellington,Connecticut,6029.0,2432.0,329900.0
4.0,2.0,5.45,Princeton,Massachusetts,1541.0,1988.0,449900.0
3.0,1.0,0.52,Auburn,Massachusetts,1501.0,1158.0,300000.0
3.0,3.0,0.46,West Hartford,Connecticut,6107.0,1498.0,374900.0
7.0,3.0,0.24,Springfield,Massachusetts,1105.0,3727.0,24900.0
2.0,1.0,0.26,Enfield,Connecticut,6082.0,1078.0,249900.0
4.0,2.0,0.18,Pittsfield,Massachusetts,1201.0,2023.0,213900.0
5.0,5.0,0.28,Shirley,Massachusetts,1464.0,2300.0,659000.0
6.0,4.0,0.17,Manchester,Connecticut,6042.0,2190.0,309000.0
3.0,2.0,1.19,Templeton,Massachusetts,1468.0,1940.0,379000.0
2.0,2.0,0.31,West Hartford,Connecticut,6117.0,1432.0,324900.0
4.0,6.0,4.13,Winchester,Connecticut,6098.0,3448.0,299900.0
3.0,3.0,1.82,Orange,Massachusetts,1364.0,2096.0,469900.0
7.0,3.0,0.08,Spencer,Massachusetts,1562.0,2400.0,230000.0
2.0,2.0,1.0,Cumberland,Rhode Island,2864.0,1864.0,499000.0
4.0,3.0,0.64,Cumberland,Rhode Island,2864.0,2400.0,629000.0
2.0,1.0,0.39,Pittsfield,Massachusetts,1201.0,720.0,219900.0
2.0,1.0,0.11,Coventry,Rhode Island,2816.0,1000.0,225000.0
3.0,3.0,1.0,Norfolk,Connecticut,6058.0,2925.0,425000.0
3.0,2.0,0.98,Chelmsford,Massachusetts,1824.0,1458.0,558000.0
3.0,2.0,0.21,New Britain,Connecticut,6053.0,1374.0,210000.0
3.0,3.0,1.07,Suffield,Connecticut,6078.0,1630.0,419900.0
6.0,2.0,0.1,Hartford,Connecticut,6106.0,2281.0,249500.0
7.0,2.0,0.11,Marlborough,Massachusetts,1752.0,2765.0,620000.0
3.0,2.0,0.12,Springfield,Massachusetts,1109.0,1248.0,239900.0
3.0,2.0,0.25,Springfield,Massachusetts,1109.0,1300.0,314458.0
5.0,5.0,0.26,Vernon,Connecticut,6066.0,6890.0,275000.0
4.0,2.0,0.11,Springfield,Massachusetts,1104.0,1742.0,289900.0
3.0,2.0,1.8,Willington,Connecticut,6279.0,1412.0,309900.0
3.0,3.0,0.93,Stow,Massachusetts,1775.0,3080.0,799000.0
4.0,2.0,0.21,Fitchburg,Massachusetts,1420.0,2180.0,299900.0
3.0,2.0,1.49,North Smithfield,Rhode Island,2896.0,1977.0,550000.0
3.0,1.0,0.23,Coventry,Connecticut,6238.0,1258.0,174000.0
6.0,3.0,0.19,Fitchburg,Massachusetts,1420.0,3024.0,399900.0
4.0,2.0,0.11,West Boylston,Massachusetts,1583.0,1836.0,350000.0
9.0,3.0,0.09,Providence,Rhode Island,2909.0,3600.0,499900.0
4.0,2.0,1.46,Lunenburg,Massachusetts,1462.0,2063.0,649000.0
3.0,3.0,0.46,Paxton,Massachusetts,1612.0,1823.0,475000.0
2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,249000.0
3.0,2.0,0.24,Becket,Massachusetts,1223.0,1422.0,149900.0
4.0,2.0,0.12,Holyoke,Massachusetts,1040.0,1599.0,214900.0
4.0,1.0,0.13,Great Barrington,Massachusetts,1230.0,1554.0,175000.0
6.0,3.0,0.15,Springfield,Massachusetts,1109.0,3696.0,250000.0
3.0,2.0,0.21,Springfield,Massachusetts,1118.0,1508.0,309900.0
4.0,3.0,2.0,Stafford,Connecticut,6076.0,1332.0,324900.0
2.0,1.0,0.11,Springfield,Massachusetts,1104.0,944.0,139900.0
5.0,2.0,0.07,Worcester,Massachusetts,1605.0,2074.0,349000.0
3.0,2.0,0.92,Westford,Massachusetts,1886.0,2192.0,719900.0
3.0,3.0,0.64,Suffield,Connecticut,6078.0,1481.0,345000.0
7.0,4.0,0.4,Adams,Massachusetts,1220.0,2992.0,254900.0
3.0,2.0,0.24,Warwick,Rhode Island,2886.0,1512.0,349900.0
4.0,2.0,0.07,Providence,Rhode Island,2905.0,1344.0,289900.0
4.0,3.0,1.72,Coventry,Connecticut,6238.0,2313.0,519900.0
4.0,2.0,0.31,Windsor Locks,Connecticut,6096.0,1584.0,199900.0
3.0,1.0,0.29,Enfield,Connecticut,6082.0,1008.0,239900.0
3.0,1.0,0.41,Springfield,Massachusetts,1118.0,1100.0,250000.0
2.0,1.0,0.85,Enfield,Connecticut,6082.0,1380.0,195000.0
3.0,2.0,0.11,Ludlow,Massachusetts,1056.0,2240.0,299500.0
3.0,2.0,0.37,Keene,New Hampshire,3431.0,1444.0,339900.0
4.0,3.0,0.25,Westborough,Massachusetts,1581.0,2088.0,699000.0
3.0,5.0,298.0,New Marlborough,Massachusetts,1259.0,4273.0,15500000.0
4.0,3.0,0.91,Hopedale,Massachusetts,1747.0,3118.0,679900.0
6.0,3.0,0.44,Cumberland,Rhode Island,2864.0,2137.0,399900.0
3.0,1.0,1.02,Jaffrey,New Hampshire,3452.0,1008.0,299900.0
8.0,4.0,0.14,Greenfield,Massachusetts,1301.0,4192.0,299900.0
3.0,1.0,0.11,Providence,Rhode Island,2907.0,1224.0,289900.0
3.0,2.0,0.23,Jaffrey,New Hampshire,3452.0,1856.0,175000.0
3.0,2.0,0.54,Granby,Massachusetts,1033.0,1336.0,325000.0
3.0,2.0,0.22,Leominster,Massachusetts,1453.0,1417.0,375000.0
3.0,1.0,0.31,Pittsfield,Massachusetts,1201.0,1152.0,231500.0
